Hora,Carga_kW,Irradiacao_W_m2
118,5.084865260845832,0
119,4.243924053052997,0
120,3.477631706482393,0
121,2.630646582176341,0
122,2.306945747941169,0
123,2.150083254349819,0
124,1.975202808706133,0
125,2.197845011452363,0
126,3.414307744292389,0
127,4.776243732476038,0
128,5.494867374706396,186.336335786151
129,4.501389197767651,359.9741582238304
130,4.257723928758059,509.0803366639794
131,3.851306937391112,623.4935314555123
132,4.275072977757177,695.4166724501305
133,4.321724811242821,719.9483164476609
134,4.236572867866021,695.4166724501305
135,3.682866191177749,623.4935314555124
136,4.218010736360664,509.0803366639794
137,5.138481303418375,359.9741582238304
138,6.594427963512921,186.3363357861512
139,7.390589010556351,0
140,7.209186838475645,0
141,6.050519958581607,0
142,5.423315464037054,0
143,4.307144605421978,0
144,3.333164791591798,0
145,2.521660149090999,0
146,2.373909002470024,0
147,2.089934960356223,0
148,1.867992737133779,0
149,2.072810209096988,0
150,3.515114099502171,0
151,4.68505260248478,0
152,5.454103961465409,186.336335786151
153,4.683939763273924,359.9741582238304
154,4.112073394716143,509.0803366639794
155,3.936306006267001,623.4935314555123
156,4.273305760105283,695.4166724501305
157,4.371784741265067,719.9483164476609
158,4.253421078209827,695.4166724501305
159,3.92770889203268,623.4935314555124
160,4.049443330029495,509.0803366639794
161,5.128688245664719,359.9741582238304
162,6.192834880803765,186.3363357861512
163,7.440095819225993,0
164,7.023099473692747,0
165,5.831949648366156,0
166,5.118702660482836,0
167,4.195853545106369,0
168,3.476794673760799,0
169,2.592886180670571,0
170,2.201307002840935,0
171,2.182196578652821,0
172,1.95639091113587,0
173,2.209644002234556,0
174,3.262337792754634,0
175,4.841490520719257,0
176,5.424621010943732,186.336335786151
177,4.498379646460202,359.9741582238304
178,4.258649871005511,509.0803366639794
179,3.96124554953889,623.4935314555123
180,4.137269380546434,695.4166724501305
181,4.243765873875107,719.9483164476609
182,4.00871102529407,695.4166724501305
183,3.630119729138387,623.4935314555124
184,4.100663565237657,509.0803366639794
185,4.951816013043311,359.9741582238304
186,6.182785964097339,186.3363357861512
187,7.90129403470423,0
188,7.036722712810641,0
189,6.084458305450082,0
190,5.079293606852882,0
191,4.025597563355069,0
192,3.432584432794326,0
193,2.533427888434283,0
194,2.27303872735869,0
195,2.138714693395977,0
196,1.904229350911347,0
197,2.142946215394018,0
198,3.509172782430615,0
199,5.012658066289831,0
200,5.232439511689062,186.336335786151
201,4.475101177231744,359.9741582238304
202,4.132145658557259,509.0803366639794
203,3.631050332776969,623.4935314555123
204,4.211421875327743,695.4166724501305
205,4.207338021014473,719.9483164476609
206,4.225498965454319,695.4166724501305
207,3.937726000532003,623.4935314555124
208,4.317691502384434,509.0803366639794
209,5.103785258952343,359.9741582238304
210,6.580957018349014,186.3363357861512
211,7.621794179026738,0
212,7.30422980553958,0
213,6.303471710212486,0
214,5.49972619186148,0
215,4.030424585551107,0
216,3.287926659254821,0
217,2.762986635325035,0
218,2.173595934856268,0
219,2.116633433264175,0
220,1.91213609154361,0
221,2.126407998541604,0
222,3.41092883894424,0
223,4.678677834946422,0
224,5.29240722661262,186.336335786151
225,4.534588795946393,359.9741582238304
226,3.969813229056839,509.0803366639794
227,3.590862636783718,623.4935314555123
228,3.992555171557854,695.4166724501305
229,4.173020641713116,719.9483164476609
230,4.126807086065014,695.4166724501305
231,3.934127609889202,623.4935314555124
232,4.292775394094048,509.0803366639794
233,5.026611127726182,359.9741582238304
234,6.545180710221051,186.3363357861512
235,7.568746291562635,0
236,7.08199792913001,0
237,5.828935489916404,0
238,5.343689450037662,0
239,4.157653089997299,0
240,3.538874707781971,0
241,2.692067129901148,0
242,2.317798724229548,0
243,2.165979523259697,0
244,1.806360289243058,0
245,2.119050431790054,0
246,3.285690762406163,0
247,4.862009716066581,0
248,5.255423117346826,186.336335786151
249,4.352149625290602,359.9741582238304
250,4.177673204648658,509.0803366639794
251,3.709673914417614,623.4935314555123
252,4.15741905104124,695.4166724501305
253,4.551379504512604,719.9483164476609
254,4.299836908100677,695.4166724501305
255,3.910982415199395,623.4935314555124
256,3.967013933916725,509.0803366639794
257,4.963517543560257,359.9741582238304
258,6.412636605295189,186.3363357861512
259,7.429862150426318,0
260,7.004582283877966,0
261,6.162459648690644,0
262,5.166676470804339,0
263,4.26468812515405,0
264,3.455917263018187,0
265,2.574281040030902,0
266,2.340629755937228,0
267,2.057809046444677,0
268,1.892099948664472,0
269,2.073124854725777,0
270,3.472758016808284,0
271,5.065758519234739,0
272,5.521516230018784,186.336335786151
273,4.604528424976071,359.9741582238304
274,4.098317795168736,509.0803366639794
275,3.804222917180001,623.4935314555123
276,4.086125571727004,695.4166724501305
277,4.296060334228323,719.9483164476609
278,4.172727159711386,695.4166724501305
279,3.947373657979313,623.4935314555124
280,3.961546191566657,509.0803366639794
281,5.118261311388141,359.9741582238304
282,6.305686473727753,186.3363357861512
283,7.284093448175719,0
284,7.360017217535454,0
285,6.332940191339476,0
286,5.337758704661851,0
287,4.153008396594046,0
288,3.314917396015412,0
289,2.588297370483466,0
290,2.210138870684468,0
291,2.034371812041369,0
292,1.852889788069553,0
293,2.048083052225106,0
294,3.402816922544566,0
295,4.734959217809487,0
296,5.117752959209725,186.336335786151
297,4.666120715650227,359.9741582238304
298,4.162840295302687,509.0803366639794
299,3.924663956963214,623.4935314555123
300,4.206301438882918,695.4166724501305
301,4.193053666725153,719.9483164476609
302,4.336734996698544,695.4166724501305
303,3.724445818628119,623.4935314555124
304,4.310376753802311,509.0803366639794
305,4.978690398511837,359.9741582238304
306,6.645061016737714,186.3363357861512
307,7.27982120770735,0
308,6.912100235753958,0
309,5.897890335602719,0
310,5.25923392996281,0
311,4.301335809189602,0
312,3.225823750335791,0
313,2.723194420683636,0
314,2.231248258205723,0
315,2.071944559749756,0
316,1.838034356788653,0
317,2.199680936245787,0
318,3.430434845358886,0
319,4.713744266832929,0
320,5.103035785641103,186.336335786151
321,4.661094540086435,359.9741582238304
322,4.318195420527172,509.0803366639794
323,3.736081670123814,623.4935314555123
324,4.3248153164915,695.4166724501305
325,4.354122308066606,719.9483164476609
326,3.943799096604082,695.4166724501305
327,3.65418160014714,623.4935314555124
328,4.168585957591532,509.0803366639794
329,4.874315193863848,359.9741582238304
330,6.172706080822161,186.3363357861512
331,7.796821711066481,0
332,7.065067818953175,0
333,5.958892133973181,0
334,5.22874454787294,0
335,3.968607202662817,0
336,3.223161304808529,0
337,2.703669532995524,0
338,2.228444033314008,0
339,2.019422252836326,0
340,1.79154305433642,0
341,2.065175539819136,0
342,3.495320982316193,0
343,4.775285637158068,0
344,5.143791819623291,186.336335786151
345,4.41731901322941,359.9741582238304
346,4.250974744267431,509.0803366639794
347,3.585512936854174,623.4935314555123
348,4.195713907224608,695.4166724501305
349,4.488849809075429,719.9483164476609
350,4.340241394089054,695.4166724501305
351,3.698202616058868,623.4935314555124
352,4.186727574976305,509.0803366639794
353,4.955155133922294,359.9741582238304
354,6.465186806941321,186.3363357861512
355,7.293411605976402,0
356,7.156445751855568,0
357,5.971294844331314,0
358,5.232558748874866,0
359,3.972242929007089,0
360,3.31874542519358,0
361,2.655286238967786,0
362,2.359810360401102,0
363,2.137421929004846,0
364,1.952199461391038,0
365,2.16791788494289,0
366,3.233188700763239,0
367,4.763731817042661,0
368,5.033915961691632,186.336335786151
369,4.368590832867719,359.9741582238304
370,4.124398332610801,509.0803366639794
371,3.785256068087503,623.4935314555123
372,4.110127919928996,695.4166724501305
373,4.583950515033163,719.9483164476609
374,4.197951094990858,695.4166724501305
375,3.577847852783038,623.4935314555124
376,4.079006842107746,509.0803366639794
377,4.962408783537394,359.9741582238304
378,6.406478712735928,186.3363357861512
379,7.318785291415716,0
380,6.849654494436035,0
381,5.930983193808906,0
382,5.474224663214956,0
383,4.092877944096238,0
384,3.283749411492096,0
385,2.548053377014281,0
386,2.335109549544497,0
387,2.075448783377966,0
388,1.949849720033534,0
389,2.127310816965797,0
390,3.431567758356127,0
391,4.938992328394074,0
392,5.491777521220659,186.336335786151
393,4.517005344576567,359.9741582238304
394,4.326641323970791,509.0803366639794
395,3.825945828652388,623.4935314555123
396,4.249304161496295,695.4166724501305
397,4.422275012863198,719.9483164476609
398,3.94325102410947,695.4166724501305
399,3.704733227529825,623.4935314555124
400,3.94599191693724,509.0803366639794
401,4.903901833158952,359.9741582238304
402,6.098401128900413,186.3363357861512
403,7.854831411226928,0
404,7.267673486030753,0
405,5.833146905226524,0
406,5.501941158651213,0
407,4.112359566425564,0
408,3.46989639465463,0
409,2.632751520821273,0
410,2.156292082484873,0
411,2.072575371903849,0
412,1.903994370162159,0
413,2.164784544795399,0
414,3.454463554669295,0
415,4.657462577343429,0
416,5.21735178888451,186.336335786151
417,4.566519598871192,359.9741582238304
418,4.014941022876156,509.0803366639794
419,3.735169476110085,623.4935314555123
420,4.092811333619163,695.4166724501305
421,4.21122217551577,719.9483164476609
422,4.090418893540863,695.4166724501305
423,3.922671010161389,623.4935314555124
424,4.097731883400594,509.0803366639794
425,4.723273686051746,359.9741582238304
426,6.623134879491622,186.3363357861512
427,7.218154941759659,0
428,7.473911956159798,0
429,5.871308263129147,0
430,5.45920140524318,0
431,4.100423278743937,0
432,3.391761846831737,0
433,2.71761861205014,0
434,2.329167356015313,0
435,2.201465496535712,0
436,1.815071069913665,0
437,2.162154067948577,0
438,3.379404818500862,0
439,4.761871078578908,0
440,5.370140989545985,186.336335786151
441,4.338666631752974,359.9741582238304
442,3.943510993029309,509.0803366639794
443,3.731985218022849,623.4935314555123
444,3.946189539350765,695.4166724501305
445,4.382177772161392,719.9483164476609
446,3.927865666589896,695.4166724501305
447,3.586040138448019,623.4935314555124
448,3.979465037583056,509.0803366639794
449,4.897392288160329,359.9741582238304
450,6.140776039890752,186.3363357861512
451,7.248746947878515,0
452,6.881354762816168,0
453,5.720212463801917,0
454,5.507899541475128,0
455,4.020931172041162,0
456,3.223192914703664,0
457,2.518475517171921,0
458,2.273189278159603,0
459,2.049267607416973,0
460,1.880594969727233,0
461,2.057260211914259,0
462,3.509183067813042,0
463,4.974461483103779,0
464,5.46178110857972,186.336335786151
465,4.564302153812883,359.9741582238304
466,4.265633587536371,509.0803366639794
467,3.837031402043595,623.4935314555123
468,3.96354407354484,695.4166724501305
469,4.417015728003431,719.9483164476609
470,4.172417145161078,695.4166724501305
471,3.706308858968667,623.4935314555124
472,4.233732099004661,509.0803366639794
473,4.667417813607313,359.9741582238304
474,6.56761090614827,186.3363357861512
475,7.401796601960231,0
476,6.975518991047077,0
477,5.8394112963821,0
478,5.471396290450949,0
479,4.175844889192105,0
480,3.294424473283979,0
481,2.756564978606973,0
482,2.254981504951712,0
483,2.134915228098314,0
484,1.850966346479313,0
485,1.997647353391916,0
486,3.281668897552833,0
487,4.867951618572479,0
488,5.50928209706579,186.336335786151
489,4.485128448004328,359.9741582238304
490,4.262669644553909,509.0803366639794
491,3.687755072500432,623.4935314555123
492,4.272862783725863,695.4166724501305
493,4.260690932003572,719.9483164476609
494,4.324149294093173,695.4166724501305
495,3.798968112040046,623.4935314555124
496,4.210163178439368,509.0803366639794
497,4.769660084589164,359.9741582238304
498,6.542527768326236,186.3363357861512
499,7.792551744224221,0
500,7.180922804047202,0
501,6.159043777060544,0
502,5.390574902102269,0
503,4.29986754689216,0
504,3.448283083374942,0
505,2.625995046263863,0
506,2.298122317301075,0
507,2.003172210086884,0
508,1.956008727597978,0
509,2.166772098391881,0
510,3.527622324708751,0
511,4.655889799214897,0
512,5.013206223985573,186.336335786151
513,4.555943564286526,359.9741582238304
514,4.188879814874642,509.0803366639794
515,3.64779945281795,623.4935314555123
516,4.146774569199927,695.4166724501305
517,4.486926975495746,719.9483164476609
518,4.314301635630707,695.4166724501305
519,3.658983905307947,623.4935314555124
520,4.218502922937788,509.0803366639794
521,5.071465170324766,359.9741582238304
522,6.645910651813638,186.3363357861512
523,7.496917151353437,0
524,7.431732678377467,0
525,6.266385586580101,0
526,5.298492708073066,0
527,4.278085800321022,0
528,3.498895925828048,0
529,2.63207589021068,0
530,2.191074267632676,0
531,2.034730519428012,0
532,1.901766178357899,0
533,2.06988285555159,0
534,3.379198943928976,0
535,4.864685451972478,0
536,5.334075128145822,186.336335786151
537,4.719323149828799,359.9741582238304
538,4.311076445003129,509.0803366639794
539,3.639318663811272,623.4935314555123
540,4.152422913339477,695.4166724501305
541,4.36856380149763,719.9483164476609
542,3.989073354395284,695.4166724501305
543,3.715139485834043,623.4935314555124
544,3.984554067515658,509.0803366639794
545,5.033776661663715,359.9741582238304
546,6.680534113619334,186.3363357861512
547,7.343055674674894,0
548,7.43007924291215,0
549,6.215384654169427,0
550,5.083636127027376,0
551,4.054997640785282,0
552,3.303881889312478,0
553,2.531266621477379,0
554,2.336198891903225,0
555,2.115403141291976,0
556,1.824581020301689,0
557,2.068659534337284,0
558,3.330927729245171,0
559,5.068430633351245,0
560,5.17169223196573,186.336335786151
561,4.407525870000071,359.9741582238304
562,3.948162641124676,509.0803366639794
563,3.837625129901788,623.4935314555123
564,4.213915715805993,695.4166724501305
565,4.150184151522474,719.9483164476609
566,3.994938040530978,695.4166724501305
567,3.847892487943788,623.4935314555124
568,4.233003787910588,509.0803366639794
569,4.920591694759415,359.9741582238304
570,6.137074913679129,186.3363357861512
571,7.173118033819762,0
572,7.022403345626685,0
573,5.976708278600881,0
574,5.236317196047699,0
575,3.921019357164182,0
576,3.49397010348157,0
577,2.698802485220509,0
578,2.350790781628583,0
579,2.162778120783153,0
580,1.861229771682409,0
581,2.084789169459756,0
582,3.239129279470953,0
583,5.045008542212309,0
584,5.007777366439415,186.336335786151
585,4.611675564279668,359.9741582238304
586,4.265578689562996,509.0803366639794
587,3.570610183744428,623.4935314555123
588,4.129652945619508,695.4166724501305
589,4.335834155780896,719.9483164476609
590,4.132653097339818,695.4166724501305
591,3.5776161865168,623.4935314555124
592,4.154318228310157,509.0803366639794
593,4.760617475305483,359.9741582238304
594,6.519651669447197,186.3363357861512
595,7.702325525060203,0
596,7.038848299346279,0
597,5.838327667725361,0
598,4.999444785210057,0
599,4.115600801492286,0
600,3.200232265964781,0
601,2.634856065194005,0
602,2.173864324287306,0
603,2.07436430370169,0
604,1.819899214269938,0
605,2.110230389038052,0
606,3.275435123178774,0
607,4.934009903993644,0
608,5.419979064733037,186.336335786151
609,4.334277907564062,359.9741582238304
610,4.251944151758961,509.0803366639794
611,3.831621555206174,623.4935314555123
612,4.312754710412963,695.4166724501305
613,4.494327413991149,719.9483164476609
614,4.159018040604756,695.4166724501305
615,3.623960254216184,623.4935314555124
616,3.985726907337274,509.0803366639794
617,4.899605006887349,359.9741582238304
618,6.463498640061836,186.3363357861512
619,7.509891709590437,0
620,7.137360374812823,0
621,5.758601894981981,0
622,5.041322227149921,0
623,4.080774708235031,0
624,3.490985949204273,0
625,2.709699025810472,0
626,2.317301651521606,0
627,2.153346178400139,0
628,1.778173461413431,0
629,2.15189944112625,0
630,3.259205639532936,0
631,4.72861671470399,0
632,5.09904097662444,186.336335786151
633,4.345354372906073,359.9741582238304
634,4.017711865537722,509.0803366639794
635,3.685575294553054,623.4935314555123
636,4.025596747977299,695.4166724501305
637,4.434059028472936,719.9483164476609
638,4.17057554427184,695.4166724501305
639,3.757002653411198,623.4935314555124
640,4.111769418128191,509.0803366639794
641,4.728397339944316,359.9741582238304
642,6.597932745858858,186.3363357861512
643,7.330293356943,0
644,6.894802617382057,0
645,5.735598419665387,0
646,5.09380513934132,0
647,4.070283378728241,0
648,3.479074254215462,0
649,2.715740482384814,0
650,2.277745667235383,0
651,2.00370655402179,0
652,1.952100922073019,0
653,2.081194596805705,0
654,3.50120813838935,0
655,5.029155657349119,0
656,5.172416748766587,186.336335786151
657,4.488946370588036,359.9741582238304
658,3.97482969302929,509.0803366639794
659,3.757946667829893,623.4935314555123
660,3.912695026163612,695.4166724501305
661,4.468582223472564,719.9483164476609
662,4.284144553002801,695.4166724501305
663,3.782244521648061,623.4935314555124
664,4.013350963597278,509.0803366639794
665,4.749400720618402,359.9741582238304
666,6.376911259765693,186.3363357861512
667,7.131688727573869,0
668,6.744442303029426,0
669,5.776393365159176,0
670,5.229379820371604,0
671,4.126882520549093,0
672,3.398167384458722,0
673,2.597026245807474,0
674,2.142424897397138,0
675,2.109475905601894,0
676,1.812222346349612,0
677,2.017586198696476,0
678,3.41858398473158,0
679,4.890234358082681,0
680,5.239475750781117,186.336335786151
681,4.508861769942806,359.9741582238304
682,4.185114964485381,509.0803366639794
683,3.644542539733796,623.4935314555123
684,4.096223368166044,695.4166724501305
685,4.527337640666462,719.9483164476609
686,3.943883728481113,695.4166724501305
687,3.720449500133043,623.4935314555124
688,4.229039983105999,509.0803366639794
689,4.626161773027025,359.9741582238304
690,6.057600598154734,186.3363357861512
691,7.605506181934341,0
692,6.817421619474739,0
693,6.222045144187737,0
694,5.40430317465843,0
695,4.02601685297025,0
696,3.363786939131083,0
697,2.735599990543943,0
698,2.292652602738591,0
699,2.165833535214735,0
700,1.829336350589423,0
701,2.088655691267729,0
702,3.329138662683437,0
703,4.965792882115947,0
704,5.301844223394967,186.336335786151
705,4.264052712659888,359.9741582238304
706,4.032086749826821,509.0803366639794
707,3.729103937786173,623.4935314555123
708,4.293084798725721,695.4166724501305
709,4.415144484776815,719.9483164476609
710,3.951367997431411,695.4166724501305
711,3.706195812016322,623.4935314555124
712,4.285412479044044,509.0803366639794
713,4.908137113685298,359.9741582238304
714,6.440199077023088,186.3363357861512
715,7.084289216603725,0
716,7.302439647931347,0
717,5.808115096662164,0
718,5.154927875606824,0
719,4.196214422285318,0
720,3.372601278530536,0
721,2.512074397156709,0
722,2.188876277111818,0
723,2.0077586113246,0
724,1.800407508204149,0
725,2.180067033513556,0
726,3.337099797280465,0
727,5.073453713766945,0
728,5.374415927091833,186.336335786151
729,4.453505397293279,359.9741582238304
730,4.02652867079594,509.0803366639794
731,3.725565136500206,623.4935314555123
732,4.136615696820619,695.4166724501305
733,4.419200793176715,719.9483164476609
734,4.070389138101233,695.4166724501305
735,3.754498729088759,623.4935314555124
736,4.025827879548262,509.0803366639794
737,4.729652259843372,359.9741582238304
738,6.361426527062076,186.3363357861512
739,7.607273268193832,0
740,6.824999605819326,0
741,5.9746066631463,0
742,4.985128827594055,0
743,3.99835216369674,0
744,3.48182584965774,0
745,2.52856909144075,0
746,2.213133872645595,0
747,2.105082720508229,0
748,1.865673549285203,0
749,2.105780084963373,0
750,3.251599004061071,0
751,4.80439874807027,0
752,5.236432894544544,172.7846022744309
753,4.473125162845544,333.7942194439154
754,4.13760501644829,472.0563121793263
755,3.716079755083798,578.1485473496567
756,4.201895551487403,644.8409144537573
757,4.147757600066728,667.5884388878309
758,4.241697123151083,644.8409144537573
759,3.8864414565767,578.1485473496568
760,3.898476604354789,472.0563121793263
761,4.726603265031153,333.7942194439154
762,6.386083687485145,172.7846022744311
763,7.378212999627153,0
764,6.85362131759242,0
765,5.69978755358929,0
766,5.123335471495873,0
767,4.091187236069656,0
768,3.395366095481823,0
769,2.554672431412828,0
770,2.194199367585779,0
771,2.119368400767044,0
772,1.899251661957613,0
773,2.123936238238572,0
774,3.298289658666207,0
775,4.671011154682551,0
776,5.319693476710469,172.7846022744309
777,4.255835605169388,333.7942194439154
778,3.906606903721267,472.0563121793263
779,3.55846281893314,578.1485473496567
780,4.024077414777461,644.8409144537573
781,4.339227085878947,667.5884388878309
782,4.006544487696297,644.8409144537573
783,3.715560115487175,578.1485473496568
784,4.079098452188511,472.0563121793263
785,4.761790755267806,333.7942194439154
786,6.462667129177026,172.7846022744311
787,7.612765708756743,0
788,6.700566942970188,0
789,5.679129944454294,0
790,5.235969309470962,0
791,4.152530588829568,0
792,3.285428190284863,0
793,2.655025151808239,0
794,2.12397392224347,0
795,2.084645835490521,0
796,1.927877724680284,0
797,1.989483964178197,0
798,3.445873564641891,0
799,5.015405977952342,0
800,5.341235916007136,172.7846022744309
801,4.635970698517967,333.7942194439154
802,4.172727989243467,472.0563121793263
803,3.801942728267454,578.1485473496567
804,3.93977559114774,644.8409144537573
805,4.337672275349701,667.5884388878309
806,3.873378671328105,644.8409144537573
807,3.671302156244083,578.1485473496568
808,4.171283704773147,472.0563121793263
809,4.721498681397978,333.7942194439154
810,6.130027865425715,172.7846022744311
811,7.148388988072781,0
812,7.263610108870948,0
813,6.064928795383969,0
814,5.07743445224154,0
815,3.976068356984175,0
816,3.372334014193203,0
817,2.715592264229353,0
818,2.256390153558927,0
819,2.079949697059329,0
820,1.768476526940767,0
821,2.033817813258459,0
822,3.444502685558351,0
823,5.016787874156755,0
824,5.415634830913264,172.7846022744309
825,4.442848317843652,333.7942194439154
826,3.941292263938975,472.0563121793263
827,3.633311790099294,578.1485473496567
828,3.945678852629343,644.8409144537573
829,4.154596289079164,667.5884388878309
830,4.017529676677561,644.8409144537573
831,3.625015686037613,578.1485473496568
832,4.184243136475917,472.0563121793263
833,5.04530680125217,333.7942194439154
834,6.552546404509236,172.7846022744311
835,7.707234604614303,0
836,6.95963810642935,0
837,6.112098255231595,0
838,5.004079032837439,0
839,4.035771016063889,0
840,3.442012954899567,0
841,2.573423594296292,0
842,2.172606908537375,0
843,2.036340327864609,0
844,1.806129577174352,0
845,2.005421712387817,0
846,3.248357925506044,0
847,4.968698513399355,0
848,5.003046916548174,172.7846022744309
849,4.484758112757104,333.7942194439154
850,3.87609758678453,472.0563121793263
851,3.864967242049735,578.1485473496567
852,3.871448108917144,644.8409144537573
853,4.345440398439409,667.5884388878309
854,3.906510706858706,644.8409144537573
855,3.774536028258825,578.1485473496568
856,4.153379706513078,472.0563121793263
857,4.904469301083402,333.7942194439154
858,6.42745934544124,172.7846022744311
859,7.042247167243924,0
860,7.180042447127392,0
861,5.806109949917353,0
862,5.422911637244307,0
863,4.263415859172798,0
864,3.222059561589321,0
865,2.458503789947187,0
866,2.299429954157864,0
867,2.156581522138203,0
868,1.879647229648646,0
869,2.067631702739116,0
870,3.43529983268658,0
871,4.860794760524533,0
872,4.950208759804594,172.7846022744309
873,4.281779403048077,333.7942194439154
874,4.091117683147476,472.0563121793263
875,3.630384960373167,578.1485473496567
876,4.017082884327204,644.8409144537573
877,4.164515015885755,667.5884388878309
878,3.960455118939809,644.8409144537573
879,3.614439241512895,578.1485473496568
880,4.065092588495685,472.0563121793263
881,4.69645232529382,333.7942194439154
882,6.182717516653322,172.7846022744311
883,7.244184548674157,0
884,6.880880687365684,0
885,5.688761498274729,0
886,5.364132069552868,0
887,4.023925347823195,0
888,3.21552721310368,0
889,2.629757759050682,0
890,2.32019888509439,0
891,2.075882830540531,0
892,1.937014066090748,0
893,1.982033598668069,0
894,3.188518613098807,0
895,4.905666232003667,0
896,5.017281267008024,172.7846022744309
897,4.454839830387218,333.7942194439154
898,3.969614111157225,472.0563121793263
899,3.705685006168396,578.1485473496567
900,3.92271296772376,644.8409144537573
901,4.248476906366284,667.5884388878309
902,3.972200415663519,644.8409144537573
903,3.675353554902056,578.1485473496568
904,4.142674286612251,472.0563121793263
905,4.83573595032258,333.7942194439154
906,6.161308006391617,172.7846022744311
907,7.170120340622052,0
908,7.076767552693224,0
909,5.670117568796308,0
910,5.005823070324113,0
911,4.054346971064505,0
912,3.248733370191615,0
913,2.592061005442969,0
914,2.268066790606624,0
915,2.008191418811656,0
916,1.844959207774644,0
917,2.012541237315592,0
918,3.344942859944222,0
919,4.573653063968147,0
920,5.044495375068098,172.7846022744309
921,4.413432644810713,333.7942194439154
922,4.112419212481993,472.0563121793263
923,3.677108154169264,578.1485473496567
924,4.053657887895757,644.8409144537573
925,4.261917296452859,667.5884388878309
926,4.158807041455605,644.8409144537573
927,3.513317787663778,578.1485473496568
928,4.07368715969274,472.0563121793263
929,4.863646997433478,333.7942194439154
930,6.21930147447656,172.7846022744311
931,7.021625946852976,0
932,6.72888913940965,0
933,5.862280335575739,0
934,5.212716820084805,0
935,4.218920186279367,0
936,3.237030330607891,0
937,2.703079221165104,0
938,2.104371671767273,0
939,1.975763471518353,0
940,1.78295854273214,0
941,1.963471667651146,0
942,3.21476395377934,0
943,4.644027808948968,0
944,5.279276265542546,172.7846022744309
945,4.628507629193265,333.7942194439154
946,3.934500901413526,472.0563121793263
947,3.520161510656191,578.1485473496567
948,3.884710005660355,644.8409144537573
